用户名,评论
马**用户,一直向往云南的大理丽江和昆明，这次有假期就去了，客服小哥很 热情，很专业，我想了解的都给我说的很详细，控制不住之下就下单了，玩下来感觉这个路线很好，我们来的也是时候，晴空万里的，景色十分美丽的，景点时间充足，可以随便玩，我自己感觉很休闲，导游也很负责，人不错，下次有空还会来的。
马**用户,"整个行程玩下来，非常开心。出发前，旅游顾问素颜非常细心，告诉我们出发前应该带什么东西，不过云南的早晚温差是真的打，小伙伴们记得多带一点衣服哦，哈哈。丽江古城小桥流水，处处是景，有很多美女鼓手,真是赏心悦目。洱海，风光美丽，景色宜人，少数民族热情好客，流连忘返。吃的特色团队餐很不错，导游都比较负责，说话幽默。云南是一个好地方,值得一游！"
马**用户,闺蜜四个的云南之游，天空作美，每天都是晴天。整体行程感觉非常愉快惬意，安排的很合理，自由度很高，而且我们选择的是大理进丽江出，不走回头路，避免了很多路上的劳顿。 导游服务超棒 司机兼导游杨师傅全程非常热情的跟我们讲解景点，文化，人文各方面的知识，开车也非常稳，做事认真负责，说话幽默风趣。行程中每天也是嘘寒问暖，有问必答。到了之后云南各方面都安排得很好。对于购物会给出良心建议。他也会根据我们的要求合理安排行程，是个值得信赖的好导游！ 酒店体验超棒，干净舒服，物有所值！我们参加了当地的篝火晚会，了解了当地习俗文化。远离喧嚣的城市，高山白雪心旷神怡。
马**用户,"云南之行圆满结束啦,第一次跟团，本来还各种担心，但是几天下来真的是非常满意的一次体验。从行程安排到餐食住宿，都很不错。李师傅一路都很有耐心，完全没有强制购物什么的，反而是我们各种问有哪些特产推荐。云南真的太美了，蓝天白云在这里一点都不奢侈。玉龙雪山，蓝月谷，洱海，丽江古城，每个景点都让人流连忘返。趁着年轻一定要多出去看看，不辜负大好的时光！"
马**用户,要感谢司机师傅非常辛苦 ，车开的很稳，出游很安全！ 云南的天气真心不错，虽然多雨但是温差不是很大，这次的旅行还是比较满意的。我们的导游，一路都能给我们比较不错的建议，态度以及各方面都很不错。是一个用真心带我们去了解云南的优秀导游！！！还有老公在入住酒店的第一天把衣服落在酒店，离开才发现，联系昆明的酒店，核实后就给我们寄快递，回到家衣服就收到了，非常感谢酒店工作人员。由此可见云南各方面都还是很不错的，以后还会再去玩的～
马**用户,整体是一次不错之行，即有山川的秀丽，又有民族的风情，还有当地特色佳肴。纸上得来终觉浅，绝知此事要躬行。导游服务贴心，因为每个地区都会有当地的民俗文化，细心讲解，还特地强调了什么事该做什么事不该做，为了安全出行作出完美规划，住宿非常舒适，接送机无缝对接，想得非常周到细致！
*封,此趟出游总体感觉还是不错的！特别是在昆明和大理的行程一路上导游非常细心讲解，游玩时间充足并不赶，拍了不少旅行照片没留遗憾，导游非常出色，一路上对我们都非常贴心照顾，安排的住宿还是很不错的，餐都很满意，前两天的晚餐导游都有推荐吃的非常好，品尝到当地特色美食，行程安排的景点都非常漂亮非常好看！基本上让我们看完了这个云南，深深的喜欢上这个彩云之南，有机会以后还会再来！
马**用户,非常愉快的一次旅程，途中有缘结识了新朋友，祖国山河棒极啦，玉龙雪山，蓝云谷、等风景都超美丽的！导游很热心，博学多才，很有责任心，全程陪同我们游玩，给我们讲解了云南人文历史等等
马**用户,云南的旅游已经结束了，玩的非常的开心咯！来给辛苦服务的工作人员们点个赞，整体的安排就是和网页差不多，因为云南景点和景点之间距离比较远，都会起的早一些，不过还是可以适应的，早晨的景色相对来说更美丽！酒店安排的是极好的，酒店的早餐也够丰盛，个人非常满意。因为个人身体原因，高原反应比较严重，导游和管家一路都在帮忙，很贴心。也提醒身体不太好的游客还是备好药，高原反应可不是弄着玩的！对这次的行程非常满意，值得推荐！！！
马**用户,云南的风景很美，不辜负我们一直以来的期待，行程的酒店环境硬件设施都很不错，而且导游一路上 对我们也一直很照顾，还有一开始预定的客服，全程跟进询问行程状况，很耐心负责，非常不错的一次旅行。
马**用户,"住宿环境很好，早餐米线，稀饭红薯，玉米，还行，比街上油炸的好，超级喜欢的，客服也提前联系我们了,告诉我们注意事项，带的衣服建议，以及到了之后会有师傅联系我们，每天也都会问候我们，感觉服务还不错，安排很到位，玩耍的时间相对较为充裕，满意"
马蜂****022,非常满意的一次旅行，全程无瑕疵，特别是导游，服务热情周到，讲解细致耐心，不强制消费，住宿也非常满意，丽江古城，玉龙雪山，蓝月谷，还有丽水金沙表演非常值得看！我和老妈玩的很开心。
7**7,这次来云南玩。风景非常美！总体来说非常满意。行程安排的非常合理，坐车时间非常少，司机师傅一路上开车很稳，让我们很放心！导游服务特别好。说到早饭和午饭，真的超好吃的，团队餐超出了期待的啊，晚上不安排晚饭，这样可以自己找好吃的来吃。云南确实值得去！！风景特别美，空气特别好！
马**用户,这次和宝贝一起来到美丽的云南，发现云南真的是个美丽的地方，云雾缭绕的山群是背景，广袤的海景是底色，热情洋溢的少数民族是主旋律，让我的旅行就像一场交响乐，时而宁静，给予我们心灵的涟漪；时而澎湃，给予我们感官的冲击……在这美丽的旅行中最最要感谢的是我们丫丫导游，她深入浅出的小故事，让我们更深的了解了美丽的云南，有历史，有地貌，更有人文，在洱海拍照的时候还教我们怎么摆姿势拍出来好看，真是全能，玩的很开心！整个行程非常好，该玩的行程都玩了，印象深刻，流连忘返。
马**用户,去之前和客服沟通的很好，客服很客气，也很热情，把注意事项一一传达，到了昆明机场，我们是接机送，司机师傅很准时，在站路上，讲解了云南的特色，吃的，玩的，在内心深处多了一点期待。果然，这次的行程去到的景点还是不错的，风景优美，行程安排的合理。导游都非常专业，服务态度也非常好，整个行程安排衔接很好，服务态度也很热情。客服也很好，有什么疑问都能及时解答，总的来说云南的风景是很美丽的，看了大理洱海美丽的风光，登上了玉龙雪山山顶，很有成就感，看了丽水金沙表演，以后有机会还会再来旅游。
马**用户,刚在网上订完，客服第一时间打电话来确认，态度热情谦逊。在之后的日子里无论遇到什么情况他也都是在第一时间帮我们处理解决有时还是占用休息时间，令我很感动，也很安心。在此由衷感谢！！！看到了苍山，洱海和玉龙雪山，还有丽江的小桥流水。风景之美果然没有让我们失望。确是没有没有强制消费！团餐总体不错，安排的景点也满意，民族歌舞表演也很震撼，精彩。旅行社的服务还是不错的，我们的导游和每个景点的导游都很热情细心！住宿条件很好干净卫生，总之很满意愉快！！！
*若,总体来说还不错，把最经典的都看啦！！虽然未曾见过一面 但通过咨询了解 客服非常有耐心 非常负责任 耐心解答疑惑，全程的关心很让人暖心。这个行程安排很合理，住宿方面超出我的预想 吃的方面有特色 自己还去吃了好多的小吃都非常的不错。导游是一个幽默风趣的小哥，讲解的历史内容很有深度的，蓝月谷的湖水优美，清澈见底。玉龙雪山真的是美呆了，在蓝天白云的承托下显得格外壮观，丽江古城小桥流水的美景，加上纳西族人民的慵懒风情，更增添几分神秘色彩，晚上的古城被灯光衬托得格外美丽，还有酒吧歌手的自弹自唱，相比起来大理古城显得安静很多，一种寂静的美体现得淋漓尽致。
